optimal solution cost 27861.05050505051 found
solution:
total_fuel_burned : 18591.05050505051
total_noise : 9270.0
tfb_1 : 43.47826086956522
delay_2 : 260.0
tfb_2 : 75.75757575757575
tfb_3 : 220.7792207792208
tfb_4 : 220.7792207792208
delay_5 : 140.0
tfb_5 : 97.22222222222223
delay_6 : 260.0
tfb_6 : 97.22222222222223
tfb_7 : 220.7792207792208
tfb_8 : 220.7792207792208
tfb_9 : 75.75757575757575
tfb_10 : 43.47826086956522
tfb_11 : 43.47826086956522
tfb_12 : 75.75757575757575
tfb_13 : 97.22222222222223
tfb_14 : 220.7792207792208
delay_15 : 140.0
tfb_15 : 97.22222222222223
delay_16 : 100.0
tfb_16 : 43.47826086956522
tfb_17 : 43.47826086956522
delay_18 : 300.0
tfb_18 : 75.75757575757575
delay_19 : 200.0
tfb_19 : 75.75757575757575
tfb_20 : 220.7792207792208
tfb_21 : 97.22222222222223
tfb_22 : 43.47826086956522
delay_23 : 220.0
tfb_23 : 43.47826086956522
tfb_24 : 220.7792207792208
tfb_25 : 220.7792207792208
delay_26 : 120.0
tfb_26 : 220.7792207792208
delay_27 : 340.0
tfb_27 : 43.47826086956522
tfb_28 : 97.22222222222223
delay_29 : 120.0
tfb_29 : 97.22222222222223
tfb_30 : 97.22222222222223
tfb_31 : 43.47826086956522
tfb_32 : 75.75757575757575
delay_33 : 120.0
tfb_33 : 43.47826086956522
tfb_34 : 75.75757575757575
tfb_35 : 220.7792207792208
delay_36 : 360.0
tfb_36 : 220.7792207792208
delay_37 : 440.0
tfb_37 : 97.22222222222223
delay_38 : 500.0
tfb_38 : 97.22222222222223
tfb_39 : 220.7792207792208
delay_40 : 100.0
tfb_40 : 220.7792207792208
tfb_41 : 757.5757575757576
delay_42 : 200.0
tfb_42 : 434.7826086956522
delay_43 : 100.0
tfb_43 : 434.7826086956522
delay_44 : 500.0
tfb_44 : 75.75757575757575
delay_45 : 540.0
tfb_45 : 97.22222222222223
tfb_46 : 220.7792207792208
delay_47 : 140.0
tfb_47 : 97.22222222222223
delay_48 : 340.0
tfb_48 : 43.47826086956522
tfb_49 : 43.47826086956522
tfb_50 : 75.75757575757575
tfb_51 : 75.75757575757575
tfb_52 : 220.7792207792208
tfb_53 : 97.22222222222223
tfb_54 : 43.47826086956522
tfb_55 : 43.47826086956522
tfb_56 : 220.7792207792208
delay_57 : 120.0
tfb_57 : 220.7792207792208
tfb_58 : 220.7792207792208
delay_59 : 580.0
tfb_59 : 43.47826086956522
delay_60 : 140.0
tfb_60 : 97.22222222222223
delay_61 : 200.0
tfb_61 : 97.22222222222223
delay_62 : 320.0
tfb_62 : 97.22222222222223
delay_63 : 240.0
tfb_63 : 43.47826086956522
delay_64 : 240.0
tfb_64 : 75.75757575757575
delay_65 : 460.0
tfb_65 : 43.47826086956522
delay_66 : 40.0
tfb_66 : 75.75757575757575
delay_67 : 40.0
tfb_67 : 220.7792207792208
tfb_68 : 220.7792207792208
tfb_69 : 97.22222222222223
tfb_70 : 97.22222222222223
delay_71 : 40.0
tfb_71 : 220.7792207792208
delay_72 : 100.0
tfb_72 : 220.7792207792208
delay_73 : 300.0
tfb_73 : 75.75757575757575
tfb_74 : 43.47826086956522
tfb_75 : 43.47826086956522
tfb_76 : 75.75757575757575
tfb_77 : 97.22222222222223
tfb_78 : 220.7792207792208
tfb_79 : 97.22222222222223
delay_80 : 80.0
tfb_80 : 43.47826086956522
delay_81 : 540.0
tfb_81 : 43.47826086956522
delay_82 : 60.0
tfb_82 : 75.75757575757575
delay_83 : 300.0
tfb_83 : 75.75757575757575
delay_84 : 40.0
tfb_84 : 220.7792207792208
tfb_85 : 97.22222222222223
delay_86 : 140.0
tfb_86 : 43.47826086956522
delay_87 : 220.0
tfb_87 : 43.47826086956522
tfb_88 : 220.7792207792208
tfb_89 : 220.7792207792208
delay_90 : 20.0
tfb_90 : 220.7792207792208
delay_91 : 300.0
tfb_91 : 43.47826086956522
delay_92 : 60.0
tfb_92 : 97.22222222222223
tfb_93 : 97.22222222222223
delay_94 : 120.0
tfb_94 : 97.22222222222223
tfb_95 : 43.47826086956522
delay_96 : 120.0
tfb_96 : 75.75757575757575
tfb_97 : 97.22222222222223
tfb_98 : 43.47826086956522
tfb_99 : 220.7792207792208
delay_100 : 140.0
tfb_100 : 97.22222222222223
x_1_r_240 : 1.0
x_2_r_560 : 1.0
x_3_r_360 : 1.0
x_4_r_800 : 1.0
x_5_r_1940 : 1.0
x_6_r_2060 : 1.0
x_7_r_1800 : 1.0
x_8_r_20000 : 1.0
x_9_r_22000 : 1.0
x_10_r_24000 : 1.0
x_11_r_24500 : 1.0
x_12_r_24700 : 1.0
x_13_r_24900 : 1.0
x_14_r_25000 : 1.0
x_15_r_25140 : 1.0
x_16_r_25600 : 1.0
x_17_r_25500 : 1.0
x_18_r_26300 : 1.0
x_19_r_26200 : 1.0
x_20_r_26000 : 1.0
x_21_r_27000 : 1.0
x_22_r_30000 : 1.0
x_23_r_31220 : 1.0
x_24_r_31000 : 1.0
x_25_r_31500 : 1.0
x_26_r_31620 : 1.0
x_27_r_31840 : 1.0
x_28_r_32000 : 1.0
x_29_r_32620 : 1.0
x_30_r_32500 : 1.0
x_31_r_37500 : 1.0
x_32_r_38000 : 1.0
x_33_r_38120 : 1.0
x_34_r_39000 : 1.0
x_35_r_40000 : 1.0
x_36_r_40360 : 1.0
x_37_r_40500 : 1.0
x_38_r_40620 : 1.0
